alpha_classifier,conflict_gate,accuracy,advancer_accuracy,conflict_count,warning_count,mean_wdl_probability_diff,group_weight,historical_scale,lambda_decay,test_matches
0.200,True,0.538,0.615,0,0,0.071,1.500,0.500,0.010,13
0.200,False,0.538,0.615,0,0,0.072,1.100,0.750,0.005,13
0.200,True,0.538,0.615,0,0,0.072,1.100,0.750,0.005,13
0.300,False,0.538,0.615,0,0,0.077,2.000,0.750,0.002,13
0.300,True,0.538,0.615,0,0,0.077,2.000,0.750,0.002,13
0.300,False,0.538,0.615,0,0,0.080,2.000,1.000,0.002,13
0.300,True,0.538,0.615,0,0,0.080,2.000,1.000,0.002,13
0.300,False,0.538,0.615,0,0,0.084,1.500,0.500,0.002,13
0.300,True,0.538,0.615,0,0,0.084,1.500,0.500,0.002,13
0.300,False,0.538,0.615,0,0,0.086,1.500,0.750,0.002,13
0.300,True,0.538,0.615,0,0,0.086,1.500,0.750,0.002,13
0.300,False,0.538,0.615,0,0,0.089,1.500,1.000,0.002,13
0.300,True,0.538,0.615,0,0,0.089,1.500,1.000,0.002,13
0.300,False,0.538,0.615,0,0,0.098,1.500,0.350,0.005,13
0.300,True,0.538,0.615,0,0,0.098,1.500,0.350,0.005,13
0.300,False,0.538,0.615,0,0,0.099,1.100,0.500,0.002,13
0.300,True,0.538,0.615,0,0,0.099,1.100,0.500,0.002,13
0.300,False,0.538,0.615,0,0,0.101,1.100,0.750,0.002,13
0.300,True,0.538,0.615,0,0,0.101,1.100,0.750,0.002,13
0.300,False,0.538,0.615,0,0,0.101,1.100,1.000,0.002,13
0.300,False,0.538,0.615,0,0,0.102,1.500,0.500,0.005,13
0.300,True,0.538,0.615,0,0,0.102,1.500,0.500,0.005,13
0.300,False,0.538,0.615,0,0,0.103,1.500,0.750,0.005,13
0.300,True,0.538,0.615,0,0,0.103,1.500,0.750,0.005,13
0.300,False,0.538,0.615,0,0,0.103,1.500,1.000,0.005,13
0.300,True,0.538,0.615,0,0,0.103,1.500,1.000,0.005,13
0.300,False,0.538,0.615,0,0,0.108,1.100,0.500,0.005,13
0.300,True,0.538,0.615,0,0,0.108,1.100,0.500,0.005,13
0.300,False,0.538,0.615,0,0,0.108,1.100,1.000,0.005,13
0.300,True,0.538,0.615,0,0,0.108,1.100,1.000,0.005,13
0.300,False,0.538,0.615,0,0,0.108,1.100,0.750,0.005,13
0.300,True,0.538,0.615,0,0,0.108,1.100,0.750,0.005,13
0.300,False,0.538,0.615,0,0,0.111,1.100,0.750,0.010,13
0.300,True,0.538,0.615,0,0,0.111,1.100,0.750,0.010,13
0.400,False,0.538,0.769,0,1,0.096,2.000,0.350,0.002,13
0.400,True,0.538,0.769,0,1,0.096,2.000,0.350,0.002,13
0.400,False,0.538,0.769,0,1,0.098,2.000,0.500,0.002,13
0.400,True,0.538,0.769,0,1,0.098,2.000,0.500,0.002,13
0.400,False,0.538,0.769,0,1,0.105,3.000,0.350,0.005,13
0.400,True,0.538,0.769,0,1,0.105,3.000,0.350,0.005,13
0.400,False,0.538,0.769,0,1,0.113,2.500,0.350,0.005,13
0.400,True,0.538,0.769,0,1,0.113,2.500,0.350,0.005,13
0.400,False,0.538,0.769,0,1,0.121,2.000,0.350,0.005,13
0.400,True,0.538,0.769,0,1,0.121,2.000,0.350,0.005,13
0.400,False,0.538,0.692,0,1,0.087,3.000,0.750,0.002,13
0.400,True,0.538,0.692,0,1,0.087,3.000,0.750,0.002,13
0.400,False,0.538,0.692,0,1,0.111,3.000,0.500,0.005,13
0.400,True,0.538,0.692,0,1,0.111,3.000,0.500,0.005,13
0.400,False,0.538,0.692,0,1,0.113,1.500,0.500,0.002,13
0.400,True,0.538,0.692,0,1,0.113,1.500,0.500,0.002,13
0.400,False,0.538,0.692,0,1,0.140,1.100,0.350,0.005,13
0.400,True,0.538,0.692,0,1,0.140,1.100,0.350,0.005,13
0.400,False,0.538,0.692,0,1,0.142,1.100,0.350,0.010,13
0.400,True,0.538,0.692,0,1,0.142,1.100,0.350,0.010,13
0.500,False,0.538,0.769,0,2,0.089,4.000,0.500,0.002,13
0.500,True,0.538,0.769,0,2,0.089,4.000,0.500,0.002,13
0.500,False,0.538,0.769,0,2,0.098,4.000,0.750,0.002,13
0.500,True,0.538,0.769,0,2,0.098,4.000,0.750,0.002,13
0.500,False,0.538,0.769,0,2,0.101,3.000,0.350,0.002,13
0.500,True,0.538,0.769,0,2,0.101,3.000,0.350,0.002,13
0.500,False,0.538,0.769,0,2,0.103,3.000,0.500,0.002,13
0.500,True,0.538,0.769,0,2,0.103,3.000,0.500,0.002,13
0.500,False,0.538,0.769,0,2,0.108,2.500,0.200,0.002,13
0.500,True,0.538,0.769,0,2,0.108,2.500,0.200,0.002,13
0.500,False,0.538,0.769,0,2,0.109,2.500,0.350,0.002,13
0.500,True,0.538,0.769,0,2,0.109,2.500,0.350,0.002,13
0.500,False,0.538,0.769,0,2,0.119,2.000,0.200,0.002,13
0.500,True,0.538,0.769,0,2,0.119,2.000,0.200,0.002,13
0.500,False,0.538,0.769,0,2,0.120,2.000,0.350,0.002,13
0.500,True,0.538,0.769,0,2,0.120,2.000,0.350,0.002,13
0.500,False,0.538,0.769,0,2,0.134,1.500,0.200,0.002,13
0.500,True,0.538,0.769,0,2,0.134,1.500,0.200,0.002,13
0.500,False,0.538,0.769,0,2,0.137,1.500,0.350,0.002,13
0.500,True,0.538,0.769,0,2,0.137,1.500,0.350,0.002,13
0.500,False,0.538,0.769,0,2,0.144,2.000,0.200,0.005,13
0.500,True,0.538,0.769,0,2,0.144,2.000,0.200,0.005,13
0.500,False,0.538,0.769,0,2,0.156,1.500,0.200,0.005,13
0.500,True,0.538,0.769,0,2,0.156,1.500,0.200,0.005,13
0.400,False,0.538,0.692,0,2,0.108,4.000,0.750,0.005,13
0.400,True,0.538,0.692,0,2,0.108,4.000,0.750,0.005,13
0.400,False,0.538,0.692,0,2,0.114,3.000,0.350,0.010,13
0.400,True,0.538,0.692,0,2,0.114,3.000,0.350,0.010,13
0.400,False,0.538,0.692,0,2,0.118,2.500,0.350,0.010,13
0.400,True,0.538,0.692,0,2,0.118,2.500,0.350,0.010,13
0.400,False,0.538,0.692,0,2,0.118,2.500,0.500,0.005,13
0.400,True,0.538,0.692,0,2,0.118,2.500,0.500,0.005,13
0.400,False,0.538,0.692,0,2,0.125,2.000,0.350,0.010,13
0.400,True,0.538,0.692,0,2,0.125,2.000,0.350,0.010,13
0.400,False,0.538,0.692,0,2,0.126,2.000,0.500,0.005,13
0.400,True,0.538,0.692,0,2,0.126,2.000,0.500,0.005,13
0.400,False,0.538,0.692,0,2,0.129,1.100,0.350,0.002,13
0.400,True,0.538,0.692,0,2,0.129,1.100,0.350,0.002,13
0.400,False,0.538,0.692,0,2,0.143,1.100,0.500,0.005,13
0.400,True,0.538,0.692,0,2,0.143,1.100,0.500,0.005,13
0.400,False,0.538,0.615,0,2,0.114,1.500,0.750,0.002,13
0.400,True,0.538,0.615,0,2,0.114,1.500,0.750,0.002,13
0.500,False,0.538,0.769,0,3,0.105,4.000,1.000,0.002,13
0.500,True,0.538,0.769,0,3,0.105,4.000,1.000,0.002,13
0.600,False,0.538,0.769,0,3,0.107,4.000,0.500,0.002,13
0.600,True,0.538,0.769,0,3,0.107,4.000,0.500,0.002,13
0.500,False,0.538,0.769,0,3,0.109,3.000,0.750,0.002,13
0.500,True,0.538,0.769,0,3,0.109,3.000,0.750,0.002,13
0.500,False,0.538,0.769,0,3,0.111,2.500,0.500,0.002,13
0.500,True,0.538,0.769,0,3,0.111,2.500,0.500,0.002,13
0.600,False,0.538,0.769,0,3,0.117,4.000,0.750,0.002,13
0.600,True,0.538,0.769,0,3,0.117,4.000,0.750,0.002,13
0.600,False,0.538,0.769,0,3,0.121,3.000,0.350,0.002,13
0.600,True,0.538,0.769,0,3,0.121,3.000,0.350,0.002,13
0.500,False,0.538,0.769,0,3,0.122,4.000,0.500,0.005,13
0.500,True,0.538,0.769,0,3,0.122,4.000,0.500,0.005,13
0.500,False,0.538,0.769,0,3,0.123,2.000,0.500,0.002,13
0.500,True,0.538,0.769,0,3,0.123,2.000,0.500,0.002,13
0.600,False,0.538,0.769,0,3,0.124,3.000,0.500,0.002,13
0.600,True,0.538,0.769,0,3,0.124,3.000,0.500,0.002,13
0.700,False,0.538,0.769,0,3,0.124,4.000,0.500,0.002,13
0.700,True,0.538,0.769,0,3,0.124,4.000,0.500,0.002,13
0.600,False,0.538,0.769,0,3,0.130,2.500,0.200,0.002,13
0.600,True,0.538,0.769,0,3,0.130,2.500,0.200,0.002,13
0.600,False,0.538,0.769,0,3,0.131,2.500,0.350,0.002,13
0.600,True,0.538,0.769,0,3,0.131,2.500,0.350,0.002,13
0.500,False,0.538,0.769,0,3,0.132,3.000,0.350,0.005,13
0.500,True,0.538,0.769,0,3,0.132,3.000,0.350,0.005,13
0.500,False,0.538,0.769,0,3,0.132,2.500,0.200,0.010,13
0.500,True,0.538,0.769,0,3,0.132,2.500,0.200,0.010,13
0.500,False,0.538,0.769,0,3,0.133,2.500,0.200,0.005,13
0.500,True,0.538,0.769,0,3,0.133,2.500,0.200,0.005,13
0.600,False,0.538,0.769,0,3,0.133,2.500,0.500,0.002,13
0.600,True,0.538,0.769,0,3,0.133,2.500,0.500,0.002,13
0.500,False,0.538,0.769,0,3,0.135,4.000,0.750,0.005,13
0.500,True,0.538,0.769,0,3,0.135,4.000,0.750,0.005,13
0.700,False,0.538,0.769,0,3,0.137,4.000,0.750,0.002,13
0.700,True,0.538,0.769,0,3,0.137,4.000,0.750,0.002,13
0.500,False,0.538,0.769,0,3,0.139,3.000,0.500,0.005,13
0.500,True,0.538,0.769,0,3,0.139,3.000,0.500,0.005,13
0.500,False,0.538,0.769,0,3,0.141,2.500,0.350,0.005,13
0.500,True,0.538,0.769,0,3,0.141,2.500,0.350,0.005,13
0.700,False,0.538,0.769,0,3,0.141,3.000,0.350,0.002,13
0.700,True,0.538,0.769,0,3,0.141,3.000,0.350,0.002,13
0.500,False,0.538,0.769,0,3,0.141,2.000,0.200,0.010,13
0.500,True,0.538,0.769,0,3,0.141,2.000,0.200,0.010,13
0.500,False,0.538,0.769,0,3,0.143,3.000,0.350,0.010,13
0.500,True,0.538,0.769,0,3,0.143,3.000,0.350,0.010,13
0.600,False,0.538,0.769,0,3,0.143,2.000,0.200,0.002,13
0.600,True,0.538,0.769,0,3,0.143,2.000,0.200,0.002,13
0.600,False,0.538,0.769,0,3,0.144,2.000,0.350,0.002,13
0.600,True,0.538,0.769,0,3,0.144,2.000,0.350,0.002,13
0.700,False,0.538,0.769,0,3,0.145,3.000,0.500,0.002,13
0.700,True,0.538,0.769,0,3,0.145,3.000,0.500,0.002,13
0.600,False,0.538,0.769,0,3,0.146,4.000,0.500,0.005,13
0.600,True,0.538,0.769,0,3,0.146,4.000,0.500,0.005,13
0.500,False,0.538,0.769,0,3,0.147,2.500,0.350,0.010,13
0.500,True,0.538,0.769,0,3,0.147,2.500,0.350,0.010,13
0.500,False,0.538,0.769,0,3,0.147,2.500,0.500,0.005,13
0.500,True,0.538,0.769,0,3,0.147,2.500,0.500,0.005,13
0.500,False,0.538,0.769,0,3,0.151,2.000,0.350,0.005,13
0.500,True,0.538,0.769,0,3,0.151,2.000,0.350,0.005,13
0.700,False,0.538,0.769,0,3,0.152,2.500,0.200,0.002,13
0.700,True,0.538,0.769,0,3,0.152,2.500,0.200,0.002,13
0.700,False,0.538,0.769,0,3,0.152,2.500,0.350,0.002,13
0.700,True,0.538,0.769,0,3,0.152,2.500,0.350,0.002,13
0.500,False,0.538,0.769,0,3,0.157,1.500,0.200,0.010,13
0.500,True,0.538,0.769,0,3,0.157,1.500,0.200,0.010,13
0.500,False,0.538,0.769,0,3,0.158,2.000,0.500,0.005,13
0.500,True,0.538,0.769,0,3,0.158,2.000,0.500,0.005,13
0.600,False,0.538,0.769,0,3,0.158,3.000,0.350,0.005,13
0.600,True,0.538,0.769,0,3,0.158,3.000,0.350,0.005,13
0.600,False,0.538,0.769,0,3,0.162,4.000,0.750,0.005,13
0.600,True,0.538,0.769,0,3,0.162,4.000,0.750,0.005,13
0.600,False,0.538,0.769,0,3,0.166,3.000,0.500,0.005,13
0.600,True,0.538,0.769,0,3,0.166,3.000,0.500,0.005,13
0.700,False,0.538,0.769,0,3,0.171,4.000,0.500,0.005,13
0.700,True,0.538,0.769,0,3,0.171,4.000,0.500,0.005,13
0.600,False,0.538,0.769,0,3,0.175,4.000,1.000,0.005,13
0.600,True,0.538,0.769,0,3,0.175,4.000,1.000,0.005,13
0.700,False,0.538,0.769,0,3,0.189,4.000,0.750,0.005,13
0.700,True,0.538,0.769,0,3,0.189,4.000,0.750,0.005,13
0.400,False,0.538,0.692,0,3,0.117,4.000,1.000,0.005,13
0.400,True,0.538,0.692,0,3,0.117,4.000,1.000,0.005,13
0.400,False,0.538,0.692,0,3,0.120,3.000,0.750,0.005,13
0.400,True,0.538,0.692,0,3,0.120,3.000,0.750,0.005,13
0.400,False,0.538,0.692,0,3,0.127,2.500,0.750,0.005,13
0.400,True,0.538,0.692,0,3,0.127,2.500,0.750,0.005,13
0.400,False,0.538,0.692,0,3,0.128,3.000,1.000,0.005,13
0.400,True,0.538,0.692,0,3,0.128,3.000,1.000,0.005,13
0.400,False,0.538,0.692,0,3,0.132,1.100,0.500,0.002,13
0.400,True,0.538,0.692,0,3,0.132,1.100,0.500,0.002,13
0.400,False,0.538,0.692,0,3,0.135,1.100,0.750,0.002,13
0.400,True,0.538,0.692,0,3,0.135,1.100,0.750,0.002,13
0.400,False,0.538,0.692,0,3,0.135,1.100,1.000,0.002,13
0.400,False,0.538,0.692,0,3,0.144,1.100,1.000,0.005,13
0.400,True,0.538,0.692,0,3,0.144,1.100,1.000,0.005,13
0.500,False,0.538,0.692,0,3,0.146,4.000,1.000,0.005,13
0.500,True,0.538,0.692,0,3,0.146,4.000,1.000,0.005,13
0.500,False,0.538,0.692,0,3,0.150,3.000,0.750,0.005,13
0.500,True,0.538,0.692,0,3,0.150,3.000,0.750,0.005,13
0.900,False,0.538,0.692,0,3,0.155,4.000,0.350,0.002,13
0.900,True,0.538,0.692,0,3,0.155,4.000,0.350,0.002,13
0.800,False,0.538,0.692,0,3,0.157,3.000,0.200,0.002,13
0.800,True,0.538,0.692,0,3,0.157,3.000,0.200,0.002,13
0.500,False,0.538,0.692,0,3,0.159,2.500,0.750,0.005,13
0.500,True,0.538,0.692,0,3,0.159,2.500,0.750,0.005,13
0.800,False,0.538,0.692,0,3,0.173,2.500,0.200,0.002,13
0.800,True,0.538,0.692,0,3,0.173,2.500,0.200,0.002,13
0.900,False,0.538,0.692,0,3,0.176,3.000,0.200,0.002,13
0.900,True,0.538,0.692,0,3,0.176,3.000,0.200,0.002,13
0.400,False,0.538,0.615,0,3,0.118,1.500,1.000,0.002,13
0.400,True,0.538,0.615,0,3,0.118,1.500,1.000,0.002,13
0.400,False,0.538,0.615,0,3,0.145,1.100,0.750,0.005,13
0.400,True,0.538,0.615,0,3,0.145,1.100,0.750,0.005,13
0.600,False,0.538,0.769,0,4,0.131,3.000,0.750,0.002,13
0.600,True,0.538,0.769,0,4,0.131,3.000,0.750,0.002,13
0.700,False,0.538,0.769,0,4,0.155,2.500,0.500,0.002,13
0.700,True,0.538,0.769,0,4,0.155,2.500,0.500,0.002,13
0.600,False,0.538,0.769,0,4,0.158,2.500,0.200,0.010,13
0.600,True,0.538,0.769,0,4,0.158,2.500,0.200,0.010,13
0.600,False,0.538,0.769,0,4,0.160,2.500,0.200,0.005,13
0.600,True,0.538,0.769,0,4,0.160,2.500,0.200,0.005,13
0.500,False,0.538,0.769,0,4,0.161,1.100,0.350,0.002,13
0.500,True,0.538,0.769,0,4,0.161,1.100,0.350,0.002,13
0.600,False,0.538,0.769,0,4,0.161,1.500,0.200,0.002,13
0.600,True,0.538,0.769,0,4,0.161,1.500,0.200,0.002,13
0.500,False,0.538,0.769,0,4,0.164,1.500,0.350,0.005,13
0.500,True,0.538,0.769,0,4,0.164,1.500,0.350,0.005,13
0.800,False,0.538,0.769,0,4,0.165,3.000,0.500,0.002,13
0.800,True,0.538,0.769,0,4,0.165,3.000,0.500,0.002,13
0.700,False,0.538,0.769,0,4,0.167,2.000,0.200,0.002,13
0.700,True,0.538,0.769,0,4,0.167,2.000,0.200,0.002,13
0.600,False,0.538,0.769,0,4,0.169,2.500,0.350,0.005,13
0.600,True,0.538,0.769,0,4,0.169,2.500,0.350,0.005,13
0.600,False,0.538,0.769,0,4,0.171,3.000,0.350,0.010,13
0.600,True,0.538,0.769,0,4,0.171,3.000,0.350,0.010,13
0.500,False,0.538,0.769,0,4,0.175,1.100,0.350,0.005,13
0.500,True,0.538,0.769,0,4,0.175,1.100,0.350,0.005,13
0.600,False,0.538,0.769,0,4,0.177,2.500,0.500,0.005,13
0.600,True,0.538,0.769,0,4,0.177,2.500,0.500,0.005,13
0.600,False,0.538,0.769,0,4,0.180,3.000,0.750,0.005,13
0.600,True,0.538,0.769,0,4,0.180,3.000,0.750,0.005,13
0.700,False,0.538,0.769,0,4,0.185,3.000,0.350,0.005,13
0.700,True,0.538,0.769,0,4,0.185,3.000,0.350,0.005,13
0.700,False,0.538,0.769,0,4,0.204,4.000,1.000,0.005,13
0.700,True,0.538,0.769,0,4,0.204,4.000,1.000,0.005,13
0.500,False,0.538,0.692,0,4,0.160,3.000,1.000,0.005,13
0.500,True,0.538,0.692,0,4,0.160,3.000,1.000,0.005,13
0.800,False,0.538,0.692,0,4,0.162,3.000,0.350,0.002,13
0.800,True,0.538,0.692,0,4,0.162,3.000,0.350,0.002,13
1.000,False,0.538,0.692,0,4,0.172,4.000,0.350,0.002,13
1.000,True,0.538,0.692,0,4,0.172,4.000,0.350,0.002,13
0.900,False,0.538,0.692,0,4,0.182,3.000,0.350,0.002,13
0.900,True,0.538,0.692,0,4,0.182,3.000,0.350,0.002,13
1.000,False,0.538,0.692,0,4,0.196,3.000,0.200,0.002,13
1.000,True,0.538,0.692,0,4,0.196,3.000,0.200,0.002,13
0.600,False,0.538,0.769,0,5,0.147,2.000,0.500,0.002,13
0.600,True,0.538,0.769,0,5,0.147,2.000,0.500,0.002,13
0.600,False,0.538,0.769,0,5,0.165,1.500,0.350,0.002,13
0.600,True,0.538,0.769,0,5,0.165,1.500,0.350,0.002,13
0.700,False,0.538,0.769,0,5,0.168,2.000,0.350,0.002,13
0.700,True,0.538,0.769,0,5,0.168,2.000,0.350,0.002,13
0.600,False,0.538,0.769,0,5,0.169,1.500,0.500,0.002,13
0.600,True,0.538,0.769,0,5,0.169,1.500,0.500,0.002,13
0.600,False,0.538,0.769,0,5,0.170,2.000,0.200,0.010,13
0.600,True,0.538,0.769,0,5,0.170,2.000,0.200,0.010,13
0.700,False,0.538,0.769,0,5,0.172,2.000,0.500,0.002,13
0.700,True,0.538,0.769,0,5,0.172,2.000,0.500,0.002,13
0.600,False,0.538,0.769,0,5,0.173,2.000,0.200,0.005,13
0.600,True,0.538,0.769,0,5,0.173,2.000,0.200,0.005,13
0.800,False,0.538,0.769,0,5,0.174,2.500,0.350,0.002,13
0.800,True,0.538,0.769,0,5,0.174,2.500,0.350,0.002,13
0.800,False,0.538,0.769,0,5,0.177,2.500,0.500,0.002,13
0.800,True,0.538,0.769,0,5,0.177,2.500,0.500,0.002,13
0.600,False,0.538,0.769,0,5,0.182,2.000,0.350,0.005,13
0.600,True,0.538,0.769,0,5,0.182,2.000,0.350,0.005,13
0.600,False,0.538,0.769,0,5,0.184,4.000,0.500,0.010,13
0.600,True,0.538,0.769,0,5,0.184,4.000,0.500,0.010,13
0.700,False,0.538,0.769,0,5,0.185,2.500,0.200,0.010,13
0.700,True,0.538,0.769,0,5,0.185,2.500,0.200,0.010,13
0.600,False,0.538,0.769,0,5,0.186,1.100,0.200,0.002,13
0.600,True,0.538,0.769,0,5,0.186,1.100,0.200,0.002,13
0.600,False,0.538,0.769,0,5,0.187,1.500,0.200,0.005,13
0.600,True,0.538,0.769,0,5,0.187,1.500,0.200,0.005,13
0.700,False,0.538,0.769,0,5,0.188,1.500,0.200,0.002,13
0.700,True,0.538,0.769,0,5,0.188,1.500,0.200,0.002,13
0.600,False,0.538,0.769,0,5,0.188,1.500,0.200,0.010,13
0.600,True,0.538,0.769,0,5,0.188,1.500,0.200,0.010,13
0.800,False,0.538,0.769,0,5,0.191,2.000,0.200,0.002,13
0.800,True,0.538,0.769,0,5,0.191,2.000,0.200,0.002,13
0.700,False,0.538,0.769,0,5,0.192,1.500,0.350,0.002,13
0.700,True,0.538,0.769,0,5,0.192,1.500,0.350,0.002,13
0.800,False,0.538,0.769,0,5,0.192,2.000,0.350,0.002,13
0.800,True,0.538,0.769,0,5,0.192,2.000,0.350,0.002,13
0.700,False,0.538,0.769,0,5,0.194,3.000,0.500,0.005,13
0.700,True,0.538,0.769,0,5,0.194,3.000,0.500,0.005,13
0.700,False,0.538,0.769,0,5,0.198,2.500,0.350,0.005,13
0.700,True,0.538,0.769,0,5,0.198,2.500,0.350,0.005,13
0.500,False,0.538,0.692,0,5,0.168,1.100,0.750,0.002,13
0.500,True,0.538,0.692,0,5,0.168,1.100,0.750,0.002,13
0.500,False,0.538,0.692,0,5,0.180,1.100,1.000,0.005,13
0.500,True,0.538,0.692,0,5,0.180,1.100,1.000,0.005,13
0.900,False,0.538,0.692,0,5,0.186,3.000,0.500,0.002,13
0.900,True,0.538,0.692,0,5,0.186,3.000,0.500,0.002,13
0.900,False,0.538,0.692,0,5,0.195,2.500,0.200,0.002,13
0.900,True,0.538,0.692,0,5,0.195,2.500,0.200,0.002,13
0.800,False,0.538,0.692,0,5,0.195,4.000,0.500,0.005,13
0.800,True,0.538,0.692,0,5,0.195,4.000,0.500,0.005,13
0.900,False,0.538,0.692,0,5,0.196,2.500,0.350,0.002,13
0.900,True,0.538,0.692,0,5,0.196,2.500,0.350,0.002,13
0.800,False,0.538,0.692,0,5,0.196,3.000,0.200,0.005,13
0.800,True,0.538,0.692,0,5,0.196,3.000,0.200,0.005,13
0.900,False,0.538,0.692,0,5,0.221,3.000,0.200,0.005,13
0.900,True,0.538,0.692,0,5,0.221,3.000,0.200,0.005,13
0.700,False,0.538,0.769,0,6,0.186,2.500,0.200,0.005,13
0.700,True,0.538,0.769,0,6,0.186,2.500,0.200,0.005,13
0.600,False,0.538,0.769,0,6,0.189,2.000,0.500,0.005,13
0.600,True,0.538,0.769,0,6,0.189,2.000,0.500,0.005,13
0.600,False,0.538,0.769,0,6,0.190,2.500,0.750,0.005,13
0.600,True,0.538,0.769,0,6,0.190,2.500,0.750,0.005,13
0.600,False,0.538,0.769,0,6,0.196,1.500,0.350,0.005,13
0.600,True,0.538,0.769,0,6,0.196,1.500,0.350,0.005,13
0.800,False,0.538,0.769,0,6,0.196,2.000,0.500,0.002,13
0.800,True,0.538,0.769,0,6,0.196,2.000,0.500,0.002,13
0.700,False,0.538,0.769,0,6,0.197,1.500,0.500,0.002,13
0.700,True,0.538,0.769,0,6,0.197,1.500,0.500,0.002,13
0.700,False,0.538,0.769,0,6,0.198,2.000,0.200,0.010,13
0.700,True,0.538,0.769,0,6,0.198,2.000,0.200,0.010,13
0.600,False,0.538,0.769,0,6,0.200,1.100,0.200,0.005,13
0.600,True,0.538,0.769,0,6,0.200,1.100,0.200,0.005,13
0.700,False,0.538,0.769,0,6,0.201,2.000,0.200,0.005,13
0.700,True,0.538,0.769,0,6,0.201,2.000,0.200,0.005,13
0.600,False,0.538,0.769,0,6,0.204,1.100,0.200,0.010,13
0.600,True,0.538,0.769,0,6,0.204,1.100,0.200,0.010,13
0.700,False,0.538,0.769,0,6,0.210,3.000,0.750,0.005,13
0.700,True,0.538,0.769,0,6,0.210,3.000,0.750,0.005,13
0.800,False,0.538,0.769,0,6,0.211,3.000,0.350,0.005,13
0.800,True,0.538,0.769,0,6,0.211,3.000,0.350,0.005,13
0.700,False,0.538,0.769,0,6,0.215,4.000,0.500,0.010,13
0.700,True,0.538,0.769,0,6,0.215,4.000,0.500,0.010,13
0.800,False,0.538,0.769,0,6,0.219,1.500,0.350,0.002,13
0.800,True,0.538,0.769,0,6,0.219,1.500,0.350,0.002,13
0.900,False,0.538,0.769,0,6,0.221,2.000,0.500,0.002,13
0.900,True,0.538,0.769,0,6,0.221,2.000,0.500,0.002,13
0.500,False,0.538,0.692,0,6,0.169,1.100,1.000,0.002,13
0.500,False,0.538,0.692,0,6,0.181,1.100,0.750,0.005,13
0.500,True,0.538,0.692,0,6,0.181,1.100,0.750,0.005,13
0.600,False,0.538,0.692,0,6,0.192,3.000,1.000,0.005,13
0.600,True,0.538,0.692,0,6,0.192,3.000,1.000,0.005,13
0.900,False,0.538,0.692,0,6,0.199,2.500,0.500,0.002,13
0.900,True,0.538,0.692,0,6,0.199,2.500,0.500,0.002,13
1.000,False,0.538,0.692,0,6,0.202,3.000,0.350,0.002,13
1.000,True,0.538,0.692,0,6,0.202,3.000,0.350,0.002,13
1.000,False,0.538,0.692,0,6,0.207,3.000,0.500,0.002,13
1.000,True,0.538,0.692,0,6,0.207,3.000,0.500,0.002,13
0.800,False,0.538,0.692,0,6,0.211,2.500,0.200,0.010,13
0.800,True,0.538,0.692,0,6,0.211,2.500,0.200,0.010,13
0.800,False,0.538,0.692,0,6,0.213,2.500,0.200,0.005,13
0.800,True,0.538,0.692,0,6,0.213,2.500,0.200,0.005,13
0.900,False,0.538,0.692,0,6,0.214,2.000,0.200,0.002,13
0.900,True,0.538,0.692,0,6,0.214,2.000,0.200,0.002,13
0.900,False,0.538,0.692,0,6,0.216,2.000,0.350,0.002,13
0.900,True,0.538,0.692,0,6,0.216,2.000,0.350,0.002,13
1.000,False,0.538,0.692,0,6,0.217,2.500,0.200,0.002,13
1.000,True,0.538,0.692,0,6,0.217,2.500,0.200,0.002,13
1.000,False,0.538,0.692,0,6,0.218,2.500,0.350,0.002,13
1.000,True,0.538,0.692,0,6,0.218,2.500,0.350,0.002,13
1.000,False,0.538,0.692,0,6,0.222,2.500,0.500,0.002,13
1.000,True,0.538,0.692,0,6,0.222,2.500,0.500,0.002,13
1.000,False,0.538,0.692,0,6,0.237,4.000,0.350,0.005,13
1.000,True,0.538,0.692,0,6,0.237,4.000,0.350,0.005,13
1.000,False,0.538,0.692,0,6,0.238,2.000,0.200,0.002,13
1.000,True,0.538,0.692,0,6,0.238,2.000,0.200,0.002,13
1.000,False,0.538,0.692,0,6,0.240,2.000,0.350,0.002,13
1.000,True,0.538,0.692,0,6,0.240,2.000,0.350,0.002,13
1.000,False,0.538,0.692,0,6,0.246,2.000,0.500,0.002,13
1.000,True,0.538,0.692,0,6,0.246,2.000,0.500,0.002,13
0.600,True,0.538,0.769,0,7,0.191,1.100,1.000,0.002,13
0.600,False,0.538,0.769,0,7,0.193,1.100,0.350,0.002,13
0.600,True,0.538,0.769,0,7,0.193,1.100,0.350,0.002,13
0.700,False,0.538,0.769,0,7,0.200,3.000,0.350,0.010,13
0.700,True,0.538,0.769,0,7,0.200,3.000,0.350,0.010,13
0.600,False,0.538,0.769,0,7,0.203,1.500,0.500,0.005,13
0.600,True,0.538,0.769,0,7,0.203,1.500,0.500,0.005,13
0.700,False,0.538,0.769,0,7,0.206,2.500,0.500,0.005,13
0.700,True,0.538,0.769,0,7,0.206,2.500,0.500,0.005,13
0.700,False,0.538,0.769,0,7,0.212,2.000,0.350,0.005,13
0.700,True,0.538,0.769,0,7,0.212,2.000,0.350,0.005,13
0.800,False,0.538,0.769,0,7,0.214,1.500,0.200,0.002,13
0.800,True,0.538,0.769,0,7,0.214,1.500,0.200,0.002,13
0.700,False,0.538,0.769,0,7,0.217,1.100,0.200,0.002,13
