alpha_classifier,conflict_gate,accuracy,advancer_accuracy,conflict_count,warning_count,mean_wdl_probability_diff,group_weight,historical_scale,lambda_decay,test_matches
0.100,False,0.615,0.692,0,0,0.027,2.500,0.200,0.005,13
0.100,True,0.615,0.692,0,0,0.027,2.500,0.200,0.005,13
0.100,False,0.615,0.692,0,0,0.028,3.000,0.500,0.005,13
0.100,True,0.615,0.692,0,0,0.028,3.000,0.500,0.005,13
0.100,False,0.615,0.692,0,0,0.028,2.500,0.350,0.005,13
0.100,True,0.615,0.692,0,0,0.028,2.500,0.350,0.005,13
0.100,False,0.615,0.692,0,0,0.028,2.000,0.200,0.010,13
0.100,True,0.615,0.692,0,0,0.028,2.000,0.200,0.010,13
0.100,False,0.615,0.692,0,0,0.029,2.000,0.200,0.005,13
0.100,True,0.615,0.692,0,0,0.029,2.000,0.200,0.005,13
0.100,False,0.615,0.692,0,0,0.029,2.500,0.500,0.005,13
0.100,True,0.615,0.692,0,0,0.029,2.500,0.500,0.005,13
0.100,False,0.615,0.692,0,0,0.030,2.000,0.350,0.005,13
0.100,True,0.615,0.692,0,0,0.030,2.000,0.350,0.005,13
0.100,False,0.615,0.692,0,0,0.031,2.000,0.350,0.010,13
0.100,True,0.615,0.692,0,0,0.031,2.000,0.350,0.010,13
0.200,False,0.615,0.692,0,0,0.036,4.000,0.500,0.002,13
0.200,True,0.615,0.692,0,0,0.036,4.000,0.500,0.002,13
0.200,False,0.615,0.692,0,0,0.039,4.000,0.750,0.002,13
0.200,True,0.615,0.692,0,0,0.039,4.000,0.750,0.002,13
0.200,False,0.615,0.692,0,0,0.041,3.000,0.500,0.002,13
0.200,True,0.615,0.692,0,0,0.041,3.000,0.500,0.002,13
0.200,False,0.615,0.692,0,0,0.042,4.000,1.000,0.002,13
0.200,True,0.615,0.692,0,0,0.042,4.000,1.000,0.002,13
0.200,False,0.615,0.692,0,0,0.046,4.000,0.200,0.005,13
0.200,True,0.615,0.692,0,0,0.046,4.000,0.200,0.005,13
0.200,False,0.615,0.692,0,0,0.047,4.000,0.350,0.005,13
0.200,True,0.615,0.692,0,0,0.047,4.000,0.350,0.005,13
0.200,False,0.615,0.692,0,0,0.049,4.000,0.500,0.005,13
0.200,True,0.615,0.692,0,0,0.049,4.000,0.500,0.005,13
0.200,False,0.615,0.692,0,0,0.050,3.000,0.200,0.010,13
0.200,True,0.615,0.692,0,0,0.050,3.000,0.200,0.010,13
0.200,False,0.615,0.692,0,0,0.053,2.500,0.200,0.010,13
0.200,True,0.615,0.692,0,0,0.053,2.500,0.200,0.010,13
0.200,False,0.615,0.692,0,0,0.055,3.000,0.500,0.005,13
0.200,True,0.615,0.692,0,0,0.055,3.000,0.500,0.005,13
0.300,False,0.615,0.692,0,0,0.059,4.000,0.750,0.002,13
0.300,True,0.615,0.692,0,0,0.059,4.000,0.750,0.002,13
0.200,False,0.615,0.692,0,0,0.062,2.000,0.350,0.010,13
0.200,True,0.615,0.692,0,0,0.062,2.000,0.350,0.010,13
0.200,False,0.615,0.692,0,0,0.063,2.000,0.500,0.005,13
0.200,True,0.615,0.692,0,0,0.063,2.000,0.500,0.005,13
0.200,True,0.615,0.692,0,0,0.064,1.100,1.000,0.002,13
0.200,False,0.615,0.692,0,0,0.064,1.100,0.350,0.002,13
0.200,True,0.615,0.692,0,0,0.064,1.100,0.350,0.002,13
0.200,False,0.615,0.692,0,0,0.066,1.100,0.500,0.002,13
0.200,True,0.615,0.692,0,0,0.066,1.100,0.500,0.002,13
0.200,False,0.615,0.692,0,0,0.070,1.100,0.350,0.005,13
0.200,True,0.615,0.692,0,0,0.070,1.100,0.350,0.005,13
0.200,False,0.615,0.692,0,0,0.072,1.100,0.500,0.005,13
0.200,True,0.615,0.692,0,0,0.072,1.100,0.500,0.005,13
0.200,False,0.615,0.692,0,0,0.073,1.100,0.500,0.010,13
0.200,True,0.615,0.692,0,0,0.073,1.100,0.500,0.010,13
0.300,False,0.615,0.692,0,0,0.074,2.000,0.500,0.002,13
0.300,True,0.615,0.692,0,0,0.074,2.000,0.500,0.002,13
0.300,False,0.615,0.692,0,0,0.078,4.000,0.200,0.010,13
0.300,True,0.615,0.692,0,0,0.078,4.000,0.200,0.010,13
0.300,False,0.615,0.692,0,0,0.079,3.000,0.350,0.005,13
0.300,True,0.615,0.692,0,0,0.079,3.000,0.350,0.005,13
0.300,False,0.615,0.692,0,0,0.085,2.500,0.350,0.005,13
0.300,True,0.615,0.692,0,0,0.085,2.500,0.350,0.005,13
0.300,False,0.615,0.692,0,0,0.091,2.000,0.350,0.005,13
0.300,True,0.615,0.692,0,0,0.091,2.000,0.350,0.005,13
0.300,False,0.615,0.692,0,0,0.093,2.000,0.350,0.010,13
0.300,True,0.615,0.692,0,0,0.093,2.000,0.350,0.010,13
0.300,False,0.615,0.692,0,0,0.095,2.000,0.500,0.005,13
0.300,True,0.615,0.692,0,0,0.095,2.000,0.500,0.005,13
0.300,True,0.615,0.692,0,0,0.096,1.100,1.000,0.002,13
0.300,False,0.615,0.692,0,0,0.101,1.500,0.350,0.010,13
0.300,True,0.615,0.692,0,0,0.101,1.500,0.350,0.010,13
0.300,False,0.615,0.692,0,0,0.109,1.100,0.500,0.010,13
0.300,True,0.615,0.692,0,0,0.109,1.100,0.500,0.010,13
0.100,False,0.615,0.615,0,0,0.023,2.500,0.750,0.002,13
0.100,True,0.615,0.615,0,0,0.023,2.500,0.750,0.002,13
0.100,False,0.615,0.615,0,0,0.025,2.000,0.500,0.002,13
0.100,True,0.615,0.615,0,0,0.025,2.000,0.500,0.002,13
0.100,False,0.615,0.615,0,0,0.027,1.500,0.200,0.002,13
0.100,True,0.615,0.615,0,0,0.027,1.500,0.200,0.002,13
0.100,False,0.615,0.615,0,0,0.027,1.500,0.350,0.002,13
0.100,True,0.615,0.615,0,0,0.027,1.500,0.350,0.002,13
0.100,False,0.615,0.615,0,0,0.028,1.500,0.500,0.002,13
0.100,True,0.615,0.615,0,0,0.028,1.500,0.500,0.002,13
0.100,False,0.615,0.615,0,0,0.031,1.500,0.200,0.005,13
0.100,True,0.615,0.615,0,0,0.031,1.500,0.200,0.005,13
0.200,False,0.615,0.615,0,0,0.072,1.100,1.000,0.005,13
0.200,True,0.615,0.615,0,0,0.072,1.100,1.000,0.005,13
0.200,False,0.615,0.615,0,0,0.074,1.100,1.000,0.010,13
0.200,True,0.615,0.615,0,0,0.074,1.100,1.000,0.010,13
0.500,False,0.615,0.769,0,1,0.098,3.000,0.200,0.002,13
0.500,True,0.615,0.769,0,1,0.098,3.000,0.200,0.002,13
0.400,False,0.615,0.769,0,1,0.106,2.500,0.200,0.010,13
0.400,True,0.615,0.769,0,1,0.106,2.500,0.200,0.010,13
0.400,False,0.615,0.769,0,1,0.107,1.500,0.200,0.002,13
0.400,True,0.615,0.769,0,1,0.107,1.500,0.200,0.002,13
0.400,False,0.615,0.769,0,1,0.110,1.500,0.350,0.002,13
0.400,True,0.615,0.769,0,1,0.110,1.500,0.350,0.002,13
0.400,False,0.615,0.769,0,1,0.113,2.000,0.200,0.010,13
0.400,True,0.615,0.769,0,1,0.113,2.000,0.200,0.010,13
0.400,False,0.615,0.769,0,1,0.124,1.100,0.200,0.002,13
0.400,True,0.615,0.769,0,1,0.124,1.100,0.200,0.002,13
0.400,False,0.615,0.769,0,1,0.125,1.500,0.200,0.005,13
0.400,True,0.615,0.769,0,1,0.125,1.500,0.200,0.005,13
0.400,False,0.615,0.769,0,1,0.125,1.500,0.200,0.010,13
0.400,True,0.615,0.769,0,1,0.125,1.500,0.200,0.010,13
0.400,False,0.615,0.769,0,1,0.131,1.500,0.350,0.005,13
0.400,True,0.615,0.769,0,1,0.131,1.500,0.350,0.005,13
0.400,False,0.615,0.769,0,1,0.134,1.100,0.200,0.005,13
0.400,True,0.615,0.769,0,1,0.134,1.100,0.200,0.005,13
0.400,False,0.615,0.769,0,1,0.136,1.100,0.200,0.010,13
0.400,True,0.615,0.769,0,1,0.136,1.100,0.200,0.010,13
0.400,False,0.615,0.692,0,1,0.098,4.000,0.500,0.005,13
0.400,True,0.615,0.692,0,1,0.098,4.000,0.500,0.005,13
0.500,False,0.615,0.769,0,2,0.123,3.000,0.200,0.005,13
0.500,True,0.615,0.769,0,2,0.123,3.000,0.200,0.005,13
0.500,False,0.615,0.769,0,2,0.125,3.000,0.200,0.010,13
0.500,True,0.615,0.769,0,2,0.125,3.000,0.200,0.010,13
0.400,False,0.615,0.769,0,2,0.134,1.500,0.350,0.010,13
0.400,True,0.615,0.769,0,2,0.134,1.500,0.350,0.010,13
0.600,False,0.615,0.769,0,3,0.103,4.000,0.350,0.002,13
0.600,True,0.615,0.769,0,3,0.103,4.000,0.350,0.002,13
0.600,False,0.615,0.769,0,3,0.118,3.000,0.200,0.002,13
0.600,True,0.615,0.769,0,3,0.118,3.000,0.200,0.002,13
0.700,False,0.615,0.769,0,3,0.120,4.000,0.350,0.002,13
0.700,True,0.615,0.769,0,3,0.120,4.000,0.350,0.002,13
0.400,True,0.615,0.769,0,3,0.128,1.100,1.000,0.002,13
0.700,False,0.615,0.769,0,3,0.137,3.000,0.200,0.002,13
0.700,True,0.615,0.769,0,3,0.137,3.000,0.200,0.002,13
0.600,False,0.615,0.769,0,3,0.142,4.000,0.350,0.005,13
0.600,True,0.615,0.769,0,3,0.142,4.000,0.350,0.005,13
0.600,False,0.615,0.769,0,3,0.147,3.000,0.200,0.005,13
0.600,True,0.615,0.769,0,3,0.147,3.000,0.200,0.005,13
0.600,False,0.615,0.769,0,3,0.150,3.000,0.200,0.010,13
0.600,True,0.615,0.769,0,3,0.150,3.000,0.200,0.010,13
0.500,False,0.615,0.769,0,3,0.154,4.000,0.500,0.010,13
0.500,True,0.615,0.769,0,3,0.154,4.000,0.500,0.010,13
0.500,False,0.615,0.769,0,3,0.155,1.100,0.200,0.002,13
0.500,True,0.615,0.769,0,3,0.155,1.100,0.200,0.002,13
0.700,False,0.615,0.692,0,3,0.124,4.000,0.200,0.002,13
0.700,True,0.615,0.692,0,3,0.124,4.000,0.200,0.002,13
0.800,False,0.615,0.692,0,3,0.138,4.000,0.350,0.002,13
0.800,True,0.615,0.692,0,3,0.138,4.000,0.350,0.002,13
0.800,False,0.615,0.692,0,3,0.141,4.000,0.200,0.002,13
0.800,True,0.615,0.692,0,3,0.141,4.000,0.200,0.002,13
0.900,False,0.615,0.692,0,3,0.159,4.000,0.200,0.002,13
0.900,True,0.615,0.692,0,3,0.159,4.000,0.200,0.002,13
1.000,False,0.615,0.692,0,3,0.177,4.000,0.200,0.002,13
1.000,True,0.615,0.692,0,3,0.177,4.000,0.200,0.002,13
0.700,False,0.615,0.769,0,4,0.166,4.000,0.350,0.005,13
0.700,True,0.615,0.769,0,4,0.166,4.000,0.350,0.005,13
0.500,False,0.615,0.769,0,4,0.167,1.100,0.200,0.005,13
0.500,True,0.615,0.769,0,4,0.167,1.100,0.200,0.005,13
0.500,False,0.615,0.769,0,4,0.170,1.100,0.200,0.010,13
0.500,True,0.615,0.769,0,4,0.170,1.100,0.200,0.010,13
0.700,False,0.615,0.769,0,5,0.172,3.000,0.200,0.005,13
0.700,True,0.615,0.769,0,5,0.172,3.000,0.200,0.005,13
0.700,False,0.615,0.769,0,5,0.175,3.000,0.200,0.010,13
0.700,True,0.615,0.769,0,5,0.175,3.000,0.200,0.010,13
0.800,False,0.615,0.692,0,5,0.184,4.000,0.200,0.005,13
0.800,True,0.615,0.692,0,5,0.184,4.000,0.200,0.005,13
0.800,False,0.615,0.692,0,5,0.190,4.000,0.350,0.005,13
0.800,True,0.615,0.692,0,5,0.190,4.000,0.350,0.005,13
0.500,True,0.615,0.769,0,6,0.159,1.100,1.000,0.002,13
0.800,False,0.615,0.692,0,6,0.200,3.000,0.200,0.010,13
0.800,True,0.615,0.692,0,6,0.200,3.000,0.200,0.010,13
0.900,False,0.615,0.692,0,6,0.207,4.000,0.200,0.005,13
0.900,True,0.615,0.692,0,6,0.207,4.000,0.200,0.005,13
0.900,False,0.615,0.692,0,6,0.214,4.000,0.350,0.005,13
0.900,True,0.615,0.692,0,6,0.214,4.000,0.350,0.005,13
1.000,False,0.615,0.692,0,6,0.230,4.000,0.200,0.005,13
1.000,True,0.615,0.692,0,6,0.230,4.000,0.200,0.005,13
0.900,False,0.615,0.692,0,7,0.225,3.000,0.200,0.010,13
0.900,True,0.615,0.692,0,7,0.225,3.000,0.200,0.010,13
1.000,False,0.615,0.692,0,9,0.310,1.100,0.200,0.002,13
1.000,True,0.615,0.692,0,9,0.310,1.100,0.200,0.002,13
0.900,False,0.615,0.615,0,9,0.253,4.000,0.350,0.010,13
0.900,True,0.615,0.615,0,9,0.253,4.000,0.350,0.010,13
1.000,False,0.615,0.615,0,9,0.281,4.000,0.350,0.010,13
1.000,True,0.615,0.615,0,9,0.281,4.000,0.350,0.010,13
1.000,False,0.615,0.692,0,10,0.327,1.500,0.350,0.005,13
1.000,True,0.615,0.692,0,10,0.327,1.500,0.350,0.005,13
0.000,False,0.538,0.769,0,0,0.000,4.000,0.750,0.005,13
0.000,True,0.538,0.769,0,0,0.000,4.000,0.750,0.005,13
0.000,False,0.538,0.769,0,0,0.000,4.000,1.000,0.005,13
0.000,True,0.538,0.769,0,0,0.000,4.000,1.000,0.005,13
0.100,False,0.538,0.769,0,0,0.027,4.000,0.750,0.005,13
0.100,True,0.538,0.769,0,0,0.027,4.000,0.750,0.005,13
0.100,False,0.538,0.769,0,0,0.029,4.000,1.000,0.005,13
0.100,True,0.538,0.769,0,0,0.029,4.000,1.000,0.005,13
0.100,False,0.538,0.769,0,0,0.030,3.000,0.750,0.005,13
0.100,True,0.538,0.769,0,0,0.030,3.000,0.750,0.005,13
0.100,False,0.538,0.769,0,0,0.032,3.000,1.000,0.005,13
0.100,True,0.538,0.769,0,0,0.032,3.000,1.000,0.005,13
0.100,False,0.538,0.769,0,0,0.033,2.500,1.000,0.005,13
0.100,True,0.538,0.769,0,0,0.033,2.500,1.000,0.005,13
0.200,False,0.538,0.769,0,0,0.064,3.000,1.000,0.005,13
0.200,True,0.538,0.769,0,0,0.064,3.000,1.000,0.005,13
0.300,False,0.538,0.769,0,0,0.065,2.500,0.350,0.002,13
0.300,True,0.538,0.769,0,0,0.065,2.500,0.350,0.002,13
0.200,False,0.538,0.769,0,0,0.066,2.500,1.000,0.005,13
0.200,True,0.538,0.769,0,0,0.066,2.500,1.000,0.005,13
0.200,False,0.538,0.769,0,0,0.068,2.000,0.500,0.010,13
0.200,True,0.538,0.769,0,0,0.068,2.000,0.500,0.010,13
0.400,False,0.538,0.769,0,0,0.078,4.000,0.750,0.002,13
0.400,True,0.538,0.769,0,0,0.078,4.000,0.750,0.002,13
0.400,False,0.538,0.769,0,0,0.081,3.000,0.350,0.002,13
0.400,True,0.538,0.769,0,0,0.081,3.000,0.350,0.002,13
0.400,False,0.538,0.769,0,0,0.083,3.000,0.500,0.002,13
0.400,True,0.538,0.769,0,0,0.083,3.000,0.500,0.002,13
0.400,False,0.538,0.769,0,0,0.087,2.500,0.350,0.002,13
0.400,True,0.538,0.769,0,0,0.087,2.500,0.350,0.002,13
0.400,False,0.538,0.769,0,0,0.089,2.500,0.500,0.002,13
0.400,True,0.538,0.769,0,0,0.089,2.500,0.500,0.002,13
0.000,False,0.538,0.692,0,0,0.000,2.500,1.000,0.010,13
0.000,True,0.538,0.692,0,0,0.000,2.500,1.000,0.010,13
0.000,False,0.538,0.692,0,0,0.000,3.000,1.000,0.010,13
0.000,True,0.538,0.692,0,0,0.000,3.000,1.000,0.010,13
0.000,False,0.538,0.692,0,0,0.000,2.000,1.000,0.005,13
0.000,True,0.538,0.692,0,0,0.000,2.000,1.000,0.005,13
0.000,False,0.538,0.692,0,0,0.000,3.000,0.750,0.010,13
0.000,True,0.538,0.692,0,0,0.000,3.000,0.750,0.010,13
0.000,False,0.538,0.692,0,0,0.000,4.000,0.750,0.010,13
0.000,True,0.538,0.692,0,0,0.000,4.000,0.750,0.010,13
0.000,False,0.538,0.692,0,0,0.000,2.500,0.750,0.010,13
0.000,True,0.538,0.692,0,0,0.000,2.500,0.750,0.010,13
0.000,False,0.538,0.692,0,0,0.000,2.000,1.000,0.010,13
0.000,True,0.538,0.692,0,0,0.000,2.000,1.000,0.010,13
0.100,False,0.538,0.692,0,0,0.035,4.000,0.750,0.010,13
0.100,True,0.538,0.692,0,0,0.035,4.000,0.750,0.010,13
0.200,False,0.538,0.692,0,0,0.044,3.000,0.750,0.002,13
0.200,True,0.538,0.692,0,0,0.044,3.000,0.750,0.002,13
0.200,False,0.538,0.692,0,0,0.047,3.000,1.000,0.002,13
0.200,True,0.538,0.692,0,0,0.047,3.000,1.000,0.002,13
0.200,False,0.538,0.692,0,0,0.054,4.000,0.750,0.005,13
0.200,True,0.538,0.692,0,0,0.054,4.000,0.750,0.005,13
0.200,False,0.538,0.692,0,0,0.060,3.000,0.750,0.005,13
0.200,True,0.538,0.692,0,0,0.060,3.000,0.750,0.005,13
0.300,False,0.538,0.692,0,0,0.062,3.000,0.500,0.002,13
0.300,True,0.538,0.692,0,0,0.062,3.000,0.500,0.002,13
0.300,False,0.538,0.692,0,0,0.063,4.000,1.000,0.002,13
0.300,True,0.538,0.692,0,0,0.063,4.000,1.000,0.002,13
0.200,False,0.538,0.692,0,0,0.063,2.500,0.750,0.005,13
0.200,True,0.538,0.692,0,0,0.063,2.500,0.750,0.005,13
0.300,False,0.538,0.692,0,0,0.065,3.000,0.750,0.002,13
0.300,True,0.538,0.692,0,0,0.065,3.000,0.750,0.002,13
0.300,False,0.538,0.692,0,0,0.066,2.500,0.500,0.002,13
0.300,True,0.538,0.692,0,0,0.066,2.500,0.500,0.002,13
0.300,False,0.538,0.692,0,0,0.081,4.000,0.750,0.005,13
0.300,True,0.538,0.692,0,0,0.081,4.000,0.750,0.005,13
0.300,False,0.538,0.692,0,0,0.082,1.500,0.350,0.002,13
0.300,True,0.538,0.692,0,0,0.082,1.500,0.350,0.002,13
0.300,False,0.538,0.692,0,0,0.083,3.000,0.500,0.005,13
0.300,True,0.538,0.692,0,0,0.083,3.000,0.500,0.005,13
0.400,False,0.538,0.692,0,0,0.084,4.000,1.000,0.002,13
0.400,True,0.538,0.692,0,0,0.084,4.000,1.000,0.002,13
0.300,False,0.538,0.692,0,0,0.087,4.000,1.000,0.005,13
0.300,True,0.538,0.692,0,0,0.087,4.000,1.000,0.005,13
0.300,False,0.538,0.692,0,0,0.088,2.500,0.350,0.010,13
0.300,True,0.538,0.692,0,0,0.088,2.500,0.350,0.010,13
0.300,False,0.538,0.692,0,0,0.088,2.500,0.500,0.005,13
0.300,True,0.538,0.692,0,0,0.088,2.500,0.500,0.005,13
0.300,False,0.538,0.692,0,0,0.090,3.000,0.750,0.005,13
0.300,True,0.538,0.692,0,0,0.090,3.000,0.750,0.005,13
0.300,False,0.538,0.692,0,0,0.095,2.500,0.750,0.005,13
0.300,True,0.538,0.692,0,0,0.095,2.500,0.750,0.005,13
0.300,False,0.538,0.692,0,0,0.096,3.000,1.000,0.005,13
0.300,True,0.538,0.692,0,0,0.096,3.000,1.000,0.005,13
0.300,False,0.538,0.692,0,0,0.096,1.100,0.350,0.002,13
0.300,True,0.538,0.692,0,0,0.096,1.100,0.350,0.002,13
0.300,False,0.538,0.692,0,0,0.100,1.100,0.200,0.005,13
0.300,True,0.538,0.692,0,0,0.100,1.100,0.200,0.005,13
0.300,False,0.538,0.692,0,0,0.102,1.100,0.200,0.010,13
0.300,True,0.538,0.692,0,0,0.102,1.100,0.200,0.010,13
0.300,False,0.538,0.692,0,0,0.105,1.100,0.350,0.005,13
0.300,True,0.538,0.692,0,0,0.105,1.100,0.350,0.005,13
0.300,False,0.538,0.692,0,0,0.112,1.100,1.000,0.010,13
0.300,True,0.538,0.692,0,0,0.112,1.100,1.000,0.010,13
0.000,False,0.538,0.615,0,0,0.000,1.500,0.200,0.005,13
0.000,True,0.538,0.615,0,0,0.000,1.500,0.200,0.005,13
0.000,False,0.538,0.615,0,0,0.000,1.500,0.350,0.002,13
0.000,True,0.538,0.615,0,0,0.000,1.500,0.350,0.002,13
0.000,False,0.538,0.615,0,0,0.000,2.000,1.000,0.002,13
0.000,True,0.538,0.615,0,0,0.000,2.000,1.000,0.002,13
0.000,False,0.538,0.615,0,0,0.000,2.000,0.500,0.005,13
0.000,True,0.538,0.615,0,0,0.000,2.000,0.500,0.005,13
0.000,False,0.538,0.615,0,0,0.000,1.500,1.000,0.002,13
0.000,True,0.538,0.615,0,0,0.000,1.500,1.000,0.002,13
0.000,False,0.538,0.615,0,0,0.000,2.000,0.750,0.002,13
0.000,True,0.538,0.615,0,0,0.000,2.000,0.750,0.002,13
0.000,False,0.538,0.615,0,0,0.000,2.000,0.350,0.002,13
0.000,True,0.538,0.615,0,0,0.000,2.000,0.350,0.002,13
0.000,False,0.538,0.615,0,0,0.000,1.500,0.500,0.010,13
0.000,True,0.538,0.615,0,0,0.000,1.500,0.500,0.010,13
0.000,False,0.538,0.615,0,0,0.000,1.500,0.350,0.005,13
0.000,True,0.538,0.615,0,0,0.000,1.500,0.350,0.005,13
0.000,False,0.538,0.615,0,0,0.000,2.500,1.000,0.002,13
0.000,True,0.538,0.615,0,0,0.000,2.500,1.000,0.002,13
0.000,False,0.538,0.615,0,0,0.000,1.500,0.750,0.005,13
0.000,True,0.538,0.615,0,0,0.000,1.500,0.750,0.005,13
0.000,False,0.538,0.615,0,0,0.000,1.500,0.350,0.010,13
0.000,True,0.538,0.615,0,0,0.000,1.500,0.350,0.010,13
0.000,False,0.538,0.615,0,0,0.000,4.000,1.000,0.010,13
0.000,True,0.538,0.615,0,0,0.000,4.000,1.000,0.010,13
0.000,False,0.538,0.615,0,0,0.000,1.500,0.750,0.010,13
0.000,True,0.538,0.615,0,0,0.000,1.500,0.750,0.010,13
0.000,False,0.538,0.615,0,0,0.000,1.500,0.500,0.005,13
0.000,True,0.538,0.615,0,0,0.000,1.500,0.500,0.005,13
0.000,False,0.538,0.615,0,0,0.000,2.000,0.750,0.005,13
0.000,True,0.538,0.615,0,0,0.000,2.000,0.750,0.005,13
0.000,False,0.538,0.615,0,0,0.000,1.500,1.000,0.005,13
0.000,True,0.538,0.615,0,0,0.000,1.500,1.000,0.005,13
0.000,False,0.538,0.615,0,0,0.000,1.500,1.000,0.010,13
0.000,True,0.538,0.615,0,0,0.000,1.500,1.000,0.010,13
0.000,False,0.538,0.615,0,0,0.000,1.500,0.750,0.002,13
0.000,True,0.538,0.615,0,0,0.000,1.500,0.750,0.002,13
0.000,False,0.538,0.615,0,0,0.000,2.000,0.500,0.002,13
0.000,True,0.538,0.615,0,0,0.000,2.000,0.500,0.002,13
0.000,False,0.538,0.615,0,0,0.000,1.500,0.200,0.010,13
0.000,True,0.538,0.615,0,0,0.000,1.500,0.200,0.010,13
0.000,False,0.538,0.615,0,0,0.000,1.500,0.200,0.002,13
0.000,True,0.538,0.615,0,0,0.000,1.500,0.200,0.002,13
0.000,False,0.538,0.615,0,0,0.000,1.500,0.500,0.002,13
0.000,True,0.538,0.615,0,0,0.000,1.500,0.500,0.002,13
0.100,False,0.538,0.615,0,0,0.025,2.500,1.000,0.002,13
0.100,True,0.538,0.615,0,0,0.025,2.500,1.000,0.002,13
0.100,False,0.538,0.615,0,0,0.026,2.000,0.750,0.002,13
0.100,True,0.538,0.615,0,0,0.026,2.000,0.750,0.002,13
0.100,False,0.538,0.615,0,0,0.027,2.000,1.000,0.002,13
0.100,True,0.538,0.615,0,0,0.027,2.000,1.000,0.002,13
0.100,False,0.538,0.615,0,0,0.029,1.500,0.750,0.002,13
0.100,True,0.538,0.615,0,0,0.029,1.500,0.750,0.002,13
0.100,False,0.538,0.615,0,0,0.031,1.500,0.200,0.010,13
0.100,True,0.538,0.615,0,0,0.031,1.500,0.200,0.010,13
0.100,False,0.538,0.615,0,0,0.032,2.000,0.500,0.005,13
0.100,True,0.538,0.615,0,0,0.032,2.000,0.500,0.005,13
0.100,False,0.538,0.615,0,0,0.033,1.500,0.350,0.005,13
0.100,True,0.538,0.615,0,0,0.033,1.500,0.350,0.005,13
0.100,False,0.538,0.615,0,0,0.034,1.500,0.350,0.010,13
0.100,True,0.538,0.615,0,0,0.034,1.500,0.350,0.010,13
0.100,False,0.538,0.615,0,0,0.034,1.500,0.500,0.005,13
0.100,True,0.538,0.615,0,0,0.034,1.500,0.500,0.005,13
0.100,False,0.538,0.615,0,0,0.034,1.500,1.000,0.005,13
0.100,True,0.538,0.615,0,0,0.034,1.500,1.000,0.005,13
0.100,False,0.538,0.615,0,0,0.035,1.500,0.500,0.010,13
0.100,True,0.538,0.615,0,0,0.035,1.500,0.500,0.010,13
0.100,False,0.538,0.615,0,0,0.036,1.500,0.750,0.010,13
0.100,True,0.538,0.615,0,0,0.036,1.500,0.750,0.010,13
0.100,False,0.538,0.615,0,0,0.037,1.500,1.000,0.010,13
0.100,True,0.538,0.615,0,0,0.037,1.500,1.000,0.010,13
0.100,False,0.538,0.615,0,0,0.040,4.000,1.000,0.010,13
0.100,True,0.538,0.615,0,0,0.040,4.000,1.000,0.010,13
0.200,False,0.538,0.615,0,0,0.047,2.500,0.750,0.002,13
0.200,True,0.538,0.615,0,0,0.047,2.500,0.750,0.002,13
0.200,False,0.538,0.615,0,0,0.049,2.000,0.500,0.002,13
0.200,True,0.538,0.615,0,0,0.049,2.000,0.500,0.002,13
0.200,False,0.538,0.615,0,0,0.050,2.500,1.000,0.002,13
0.200,True,0.538,0.615,0,0,0.050,2.500,1.000,0.002,13
0.200,False,0.538,0.615,0,0,0.051,2.000,0.750,0.002,13
0.200,True,0.538,0.615,0,0,0.051,2.000,0.750,0.002,13
0.200,False,0.538,0.615,0,0,0.054,2.000,1.000,0.002,13
0.200,True,0.538,0.615,0,0,0.054,2.000,1.000,0.002,13
0.200,False,0.538,0.615,0,0,0.055,1.500,0.350,0.002,13
0.200,True,0.538,0.615,0,0,0.055,1.500,0.350,0.002,13
0.200,False,0.538,0.615,0,0,0.056,1.500,0.500,0.002,13
0.200,True,0.538,0.615,0,0,0.056,1.500,0.500,0.002,13
0.200,False,0.538,0.615,0,0,0.057,1.500,0.750,0.002,13
0.200,True,0.538,0.615,0,0,0.057,1.500,0.750,0.002,13
0.200,False,0.538,0.615,0,0,0.059,1.500,1.000,0.002,13
0.200,True,0.538,0.615,0,0,0.059,1.500,1.000,0.002,13
0.200,False,0.538,0.615,0,0,0.065,1.500,0.350,0.005,13
0.200,True,0.538,0.615,0,0,0.065,1.500,0.350,0.005,13
0.200,False,0.538,0.615,0,0,0.067,2.000,0.750,0.005,13
0.200,True,0.538,0.615,0,0,0.067,2.000,0.750,0.005,13
0.200,False,0.538,0.615,0,0,0.067,1.500,0.350,0.010,13
0.200,True,0.538,0.615,0,0,0.067,1.500,0.350,0.010,13
0.200,False,0.538,0.615,0,0,0.067,1.100,0.750,0.002,13
0.200,True,0.538,0.615,0,0,0.067,1.100,0.750,0.002,13
0.200,False,0.538,0.615,0,0,0.067,2.000,1.000,0.005,13
0.200,True,0.538,0.615,0,0,0.067,2.000,1.000,0.005,13
0.200,False,0.538,0.615,0,0,0.068,1.100,1.000,0.002,13
0.200,False,0.538,0.615,0,0,0.068,1.500,0.500,0.005,13
0.200,True,0.538,0.615,0,0,0.068,1.500,0.500,0.005,13
0.200,False,0.538,0.615,0,0,0.069,1.500,0.750,0.005,13
0.200,True,0.538,0.615,0,0,0.069,1.500,0.750,0.005,13
0.200,False,0.538,0.615,0,0,0.069,1.500,1.000,0.005,13
0.200,True,0.538,0.615,0,0,0.069,1.500,1.000,0.005,13
0.200,False,0.538,0.615,0,0,0.071,1.500,0.500,0.010,13
